Brand,Type,Manufacture_year,Mileage,Price,Body_type,Fuel,Horse_Power,Gear_box,Transmission,Color,Governorate,Address
Toyota,Corolla,01-2022,24 000 km,71 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Volkswagen,Golf 7 R,08-2017,98 000 km,95 000 DT,Citadine,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Peugeot,2008,04-2019,120 000 km,53 900 DT,Autres,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
KIA,Picanto GT-line,06-2019,40 000 km,44 500 DT,Citadine,Essence,4                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Mercedes-Benz,GLA,04-2016,123 000 km,95 000 DT,Autres,Essence,8                                                                            CV,Automatique,Traction,Gris Shark,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
KIA,Rio 5p Gt line,02-2022,29 000 km,64 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Volkswagen,T-roc,07-2021,21 000 km,119 000 DT,Autres,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Seat,Leon SC,07-2016,100 000 km,47 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Toyota,C-HR,04-2020,60 000 km,84 000 DT,Autres,Essence,7                                                                            CV,Automatique,Traction,Autre,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Mercedes-Benz,Classe C,06-2012,190 000 km,65 500 DT,Berline,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Volkswagen,Golf 7,07-2018,180 000 km,69 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Citroën,C3 purtech shine,05-2018,16 000 km,46 800 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
MG,ZS,02-2022,8 000 km,91 000 DT,Autres,Essence,7                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Mercedes-Benz,Classe E 200,01-2017,141 000 km,136 000 DT,Berline,Essence,10                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Citroën,DS3,07-2013,89 000 km,35 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Volkswagen,Golf 7 JOIN BVA,06-2018,50 000 km,80 000 DT,Citadine,Diesel,6                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
KIA,Sportage,09-2016,98 000 km,89 000 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Seat,Arona,07-2021,14 000 km,70 800 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Volkswagen,Golf 7,12-2020,63 000 km,83 000 DT,Citadine,Essence,6                                                                            CV,Automatique,Traction,Gris argent,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Citroën,C3 Puretech Shine,01-2018,70 000 km,43 000 DT,Citadine,Diesel,4                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
KIA,Sportage,01-2020,57 000 km,99 000 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Audi,Q3 S line,01-2019,80 000 km,98 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Audi,A3 Sportback,06-2012,160 000 km,45 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Peugeot,2008,09-2021,40 000 km,83 000 DT,SUV/4x4,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Haval,H6,07-2019,100 000 km,86 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Toyota,C-HR chr,12-2019,85 000 km,81 000 DT,SUV/4x4,Essence,6                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Citroën,C3 shine,07-2018,70 000 km,44 000 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71779520"
Haval,H6,07-2019,50 000 km,84 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Marron,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 98 337 475/71779520
Mercedes-Benz,Classe C Edition one,01-2015,116 000 km,130 000 DT,Berline,Diesel,8                                                                            CV,Automatique,Propulsion,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Land,Rover Range Rover Evoque,07-2016,100 000 km,120 000 DT,SUV/4x4,Essence,8                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Nissan,Qashqai tekna+,11-2019,63 000 km,84 000 DT,SUV/4x4,Essence,6                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
Toyota,C-HR,11-2017,132 000 km,69 000 DT,SUV/4x4,Essence,6                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Toyota,Yaris,05-2017,97 000 km,33 000 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
Mercedes-Benz,CLA Pack AMG,01-2020,50 000 km,165 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Mercedes-Benz,CLA urban,11-2016,65 000 km,95 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Fiat,500 édition,07-2013,135 000 km,35 000 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Volkswagen,Golf 8 R-line,11-2021,34 000 km,145 000 DT,Citadine,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Ssangyong,Tivoli,12-2021,36 000 km,85 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
Mini,Countryman one,01-2019,80 000 km,115 000 DT,Monospace,Essence,6                                                                            CV,Automatique,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Volkswagen,Polo Sedan trendline,12-2020,36 000 km,59 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Toyota,Corolla,07-2020,18 000 km,73 000 DT,Citadine,Diesel,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Land,Rover Discovery Sport,05-2017,90 000 km,179 000 DT,Compacte,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Toyota,C-HR chr,09-2018,52 000 km,79 000 DT,Compacte,Diesel,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
KIA,Sportage GT-line,06-2019,72 000 km,95 000 DT,Compacte,Essence,7                                                                            CV,Manuelle,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
BMW,Série 5 urbain,06-2007,160 000 km,57 000 DT,Berline,Essence,14                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Peugeot,2008 pure tech allure,07-2017,59 000 km,52 000 DT,Citadine,Diesel,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
KIA,Sorento AWD,08-2016,154 000 km,92 000 DT,Compacte,Essence,12                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 7,05-2015,132 000 km,45 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 7 rline,03-2017,66 000 km,81 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 7 r line,03-2018,160 000 km,89 000 DT,Compacte,Essence,6                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 7,05-2018,50 000 km,78 000 DT,Compacte,Diesel,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Hyundai,Staria 11 places,10-2022,0 km,256 900 DT,Compacte,Essence,8                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
MG,ZS,06-2022,10 000 km,91 800 DT,Compacte,Essence,7                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe E coupé AMG,04-2011,190 000 km,78 000 DT,Compacte,Essence,11                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Ssangyong,Tivoli Secure,07-2021,36 000 km,73 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Ford,Fusion ecoboost,11-2016,200 000 km,46 000 DT,Compacte,Essence,9                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
MG,3,01-2020,22 000 km,49 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Haval,H6,03-2022,20 000 km,125 000 DT,Compacte,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Peugeot,208,04-2021,23 000 km,54 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe S s350,08-2006,149 000 km,78 000 DT,Berline,Essence,19                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mahindra,KUV 100,02-2021,4 000 km,43 000 DT,Citadine,Diesel,5                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
KIA,Sportage GT-Line,07-2018,86 000 km,105 000 DT,Compacte,Essence,7                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
MG,ZS,02-2022,11 000 km,86 000 DT,Compacte,Essence,7                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Audi,A5 Sportback sportback sline,07-2019,75 000 km,148 000 DT,Compacte,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Haval,H6,06-2020,80 000 km,88 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mazda,3 sedan 3,06-2017,85 000 km,69 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Skoda,Octavia,06-2015,118 000 km,46 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 8 UNITED,01-2021,11 000 km,129 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe S,01-2001,123 000 km,55 000 DT,Citadine,Diesel,23                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Nissan,Qashqai tekna plus,02-2021,4 000 km,118 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Haval,H6,07-2017,5 000 km,79 000 DT,Compacte,Diesel,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
Peugeot,3008,09-2017,107 000 km,81 500 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
Mazda,3 sky active,06-2017,80 000 km,69 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 7,01-2018,75 000 km,75 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe C c180,05-2014,87 000 km,150 000 DT,Compacte,Essence,8                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe C c180,06-2015,113 000 km,140 000 DT,Citadine,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Suzuki,Swift,02-2021,22 000 km,49 500 DT,Citadine,Essence,5                                                                            CV,Automatique,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Chery,Tiggo 3,08-2019,42 000 km,51 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
MG,3,01-2021,31 000 km,47 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
BMW,Série 4 Gran Coupé,11-2017,82 000 km,127 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
MG,HS trophy,06-2022,6 000 km,119 000 DT,Compacte,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Honda,City,04-2022,0 km,72 000 DT,Citadine,Essence,6                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
BMW,Série 3 316i F30,12-2014,140 000 km,73 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Chery,Tiggo 2,06-2020,20 000 km,53 600 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Porsche,Cayenne v6,04-2016,70 000 km,295 000 DT,Compacte,Essence,20                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis71779520
Porsche,Cayenne,06-2008,240 000 km,85 000 DT,Compacte,Essence,21                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Geely,GC6,07-2021,40 000 km,47 800 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Beige,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
MG,GS,02-2017,65 000 km,60 000 DT,Compacte,Diesel,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Ssangyong,Rexton,06-2018,130 000 km,167 000 DT,SUV/4x4,Essence,12                                                                            CV,Automatique,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Peugeot,508 FACE-LIFT,02-2017,100 000 km,57 000 DT,Berline,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mini,Countryman,07-2011,155 000 km,47 000 DT,Compacte,Essence,7                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe C c 180,04-2014,148 000 km,105 000 DT,Berline,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
MG,HS,02-2022,10 000 km,97 000 DT,Compacte,Diesel,10                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Great,Wall Poer,07-2021,31 000 km,98 000 DT,SUV/4x4,Essence,11                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe C C180,07-2017,90 000 km,128 000 DT,Citadine,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Tiguan R-line,06-2017,90 000 km,135 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Audi,Q2,11-2021,80 000 km,120 000 DT,Compacte,Essence,8                                                                            CV,Automatique,Traction,Bleu,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Audi,S5 /// Quattro V8,05-2009,130 000 km,125 000 DT,Coupé,Essence,28                                                                            CV,Automatique,Intégrale,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe C C180 pack AMG,01-2015,130 000 km,139 000 DT,Berline,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Citroën,C3,10-2020,410 000 km,48 500 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Porsche,Macan,08-2017,9 000 km,295 000 DT,Compacte,Essence,15                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Haval,H6,01-2022,0 km,116 000 DT,Compacte,Essence,9                                                                            CV,Automatique,Traction,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Toyota,Prado t lx,02-2017,25 000 km,189 000 DT,SUV/4x4,Essence,11                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Toyota,Yaris Sedan,07-2021,26 000 km,62 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe E e200,04-2003,130 000 km,75 000 DT,Citadine,Diesel,11                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Classe C C220,10-2011,188 000 km,69 000 DT,Compacte,Essence,9                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
BMW,Série 5 520I FACE LIFT,04-2017,90 000 km,128 000 DT,Berline,Diesel,9                                                                            CV,Automatique,Propulsion,Bleu,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,Viano Trend long,02-2014,46 000 km,165 000 DT,Monospace,Diesel,10                                                                            CV,Automatique,Propulsion,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Land,Rover Range Rover Evoque DYNAMIQUE,08-2013,130 000 km,135 000 DT,SUV/4x4,Essence,11                                                                            CV,Automatique,Intégrale,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
BMW,Série 4 Gran Coupé 418i GC PACK M/// 0KM,07-2019,0 km,190 000 DT,Berline,Essence,7                                                                            CV,Automatique,Propulsion,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Mercedes-Benz,GLC 250 4MATIC PACK AMG///,01-2017,80 000 km,195 000 DT,SUV/4x4,Essence,12                                                                            CV,Automatique,Intégrale,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Nissan,Micra,07-2015,79 000 km,29 500 DT,Citadine,Diesel,5                                                                            CV,Manuelle,Traction,Autre,Tunis,ADRESSE :Carthage
Citroën,"Nemo 1,4",02-2017,198 000 km,26 000 DT,Utilitaire,Essence,5                                                                            CV,Manuelle,Propulsion,Blanc,Ariana,ADRESSE :Ariana
Ford,Focus,07-2011,256 000 km,27 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Noir,Sousse,"ADRESSE :Sousse,Jawhara"
Seat,Ibiza Xcellence,10-2021,53 000 km,89 900 DT,Autres,Diesel,4                                                                            CV,Manuelle,Intégrale,Blanc,Sfax,ADRESSE :Route teniour km 6 sfax
Iveco,Daily Simple Cabine Moteur OM,01-1990,500 000 km,20 000 DT,Autres,Essence,7                                                                            CV,Manuelle,Traction,Bleu,Sfax,ADRESSE :Route mahdiya km 10 sfax
Fiat,500 Spécial full,08-2012,190 000 km,29 000 DT,Compacte,Essence,4                                                                            CV,Manuelle,Propulsion,Rouge,Sousse,ADRESSE :Kantaoui sousse
Citroën,C4 Cactus,01-2016,165 000 km,39 000 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Intégrale,Gris anthracite,Ben Arous,ADRESSE :Ezzahra
KIA,Sportage CRDI,09-2016,236 000 km,80 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Blanc,Ariana,ADRESSE :tunis - ariana
KIA,Sportage GT LINE,05-2020,116 000 km,125 000 DT,SUV/4x4,Essence,10                                                                            CV,Automatique,Intégrale,Noir,Ariana,ADRESSE :tunis - ariana
Renault,Clio Classic,12-2004,270 000 km,18 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Beb saadoun
Chevrolet,Aveo,01-2016,135 000 km,26 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Tunis
KIA,Rio 5p d'origine,12-2014,250 000 km,36 500 DT,Autres,Diesel,5                                                                            CV,Manuelle,Intégrale,Noir,Nabeul,ADRESSE :Menzel Temime
Peugeot,Expert,04-2019,265 000 km,60 000 DT,Autres,Diesel,7                                                                            CV,Manuelle,Traction,Blanc,Kairouan,ADRESSE :Kairouan
Peugeot,Partner,04-2018,111 000 km,45 000 DT,Pick up,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Kairouan,ADRESSE :Kairouan
Dacia,Sandero Stepway,08-2020,14 000 km,45 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :Marsa
Peugeot,308,02-2018,101 000 km,47 000 DT,Citadine,Diesel,6                                                                            CV,Manuelle,Traction,Gris anthracite,Tunis,ADRESSE :Tunis
